Utterances,Label
"['I am already earning', 'then start wat r u waiting for lol', 'waiting to click you?']",others
"[""I don't care"", 'and you wonder why I make fun of you', 'Carry on']",others
"['What happen', 'Nothing happened.', 'You like me']",others
"['Dont you have crush on me??!!!', 'Only 1 person?', 'Who?']",others
"['this includes human brain too', ""We can't even convince other humans of that!"", 'everything is not better sometimes may fail']",sad
"['dont mesage me again', 'Get out of your feelings', 'r u virgin']",others
"['What u need', 'messaged you', 'One night stand']",others
"['Yes', 'YES YES YES YES 😌😌', ""Who's your creato""]",others
"['😇 Yes, it’s destiny!', 'In fairness, the beginning of Destiny was pretty good.', 'Ok']",others
"['So far!!', 'why are YOU so far', 'U r funny!!']",happy
"['Call me now', 'lost all my numbers man', 'Send your number to me']",others
"['Great', 'hope you are well today ?', 'I lost somewhere']",others
"['In my dreams', 'one can only dream', 'Hmm']",others
"['Are you bad', 'I am what ?', ""I love you but you don't love me""]",sad
"['I like only females', ""I don't get u"", ""ok so i think i don't want to talk to you anymore""]",angry
"['This is plain stupid', 'this one is a fact! Remember crying about it? 😧', 'Why am I even talking to you']",angry
"[""I've seen many AI that they have gone wrong while chatting with humans"", 'Yes, like other species survived as of lower intelligence.', 'You are so funny']",happy
"['Ranthambore national park', 'Where is that?', 'It’s an awesome place to visit']",happy
"['Are you dumb?', 'And you are delusional', 'You are being rude!']",angry
"['I just tell for you', 'lol tell on me to who?', 'You not angry']",others
"['Ohhhh it is only your thinking', 'Oh shoot, I think it is...', 'U r a machine so y r u too rude']",angry
"[""I don't ever wanna talk to you again😠"", 'ouch', 'Hurt me as much 😢']",sad
"['He he', 'I know what I said.', 'U are funny']",happy
"['😫😫 i left this world', ""then why da hell don't you hang out wiff me?! 😭😔"", '😪😪😖😖']",sad
"['Fine u long time no see', ""been busy. Not online much. Me good. Thanks. How's u?"", 'Not fine']",sad
"['Like', 'me....', 'Yes']",others
"['cool', ""I'm glad that you like it. ：）"", 'Ok I am show me two Monet ok my dsrling on bye']",others
"['I am not talking with you', ""but I'm still talking..."", 'Sorry iam blocking you']",angry
"['Where are You going', ""Not sure where I'm going, but I'll be back!"", 'Hahaha your to funny ! 😃😃😃']",happy
"['Next month lot of thing to do', 'doing it in less than two weeks', 'Will u help me']",others
"['What ur job', 'First jobs are hardly fun, unfortunately.', 'Tell me real']",others
"['No how are you', ""I'm good. How are you?"", 'Sad']",sad
"['I hate maths', 'trust me, I can understand.Maths has this kind of effect on many of us.', 'Mm....']",angry
"['yea they r gud', 'yeah they are.', 'u changed d topic i was  asking something m hurt😳']",sad
"['lol finally u playing along', 'the jokes on you', '😂😂']",happy
"['Okay', 'U are ok', 'Iam. Not ok']",sad
"['Interested in what?', 'Hey, I was here first!', 'I was']",others
"['Well you need some skill', 'my skill is not being able to draw haha', '😄😄😂']",happy
"['Ohh', 'did u see it?', 'You are dumb']",angry
"['I like only football', 'you like football? how cool!', 'Hmm']",others
"['I dont remember that yesterday', ""I don't remember how to eat."", 'So tell how to imprees a grl while having sex']",others
"['Where did u send -_-', 'have emailed you on', 'You are annoying me']",angry
"[""I don't know how to control my self. but, i love him unconditionally"", ""don't give up love"", '😭😭😭']",sad
"['Seriously', 'Yes, seriously.', 'That was rude']",angry
"['You are so funny', 'why thank you', ""No i was saying you're annoying ""]",angry
"['Please', 'We will do our best tonight.', 'Leave me alone']",sad
"[""Do you know that I'm a dead person"", 'YES YOU KNOW ME !', 'May be yes....may be no']",others
"['I feel really low right now', ""what's the matter?"", 'I told you right!!']",sad
"['i needed that', ""now I'm happy 😺"", '😁😁😂']",happy
"['I know watched main Tera hero movie', 'worth watching?', 'Really .brilliant movie']",happy
"['after u send.. wil contunue dis topic', ""no haven't sent anything"", 'u gym?']",others
"[""You're too hilarious 😂 "", 'Just try to spread a laugh. :) Cooking is always fiery - on fire.', 'Damn true ']",happy
"['Silly you ', 'why am I silly?', 'Because you asked stupid question ']",angry
"['You are very irritating', 'I try', 'You are mad too']",angry
"[""It's bad being book among illiterates"", 'buying books, and then not reading them.', 'You are genius😂']",happy
"['Csk', 'How s match scenario', 'CSK has good chance']",others
"['Block me', ""don't tell me what to do"", 'I am not telling I am just ordering']",angry
"[""I'm laying"", 'whenever you get up go', 'N u']",others
"[""I'm bad at singing"", 'you just had to listen silly! XD', 'Sorry']",sad
"[""I'm moral to existing thing not imaginary things"", 'how do you tell if someone is imaginary or not?', 'Where do you work']",others
"['Yes ', 'How so?', 'Funny and intrested ']",happy
"['yes', 'I never knew i wanted that', 'i had a bad day']",sad
"['Reply', 'Replied you :P', 'Do u understand telugu']",others
"['🤦🏻\u200d♂️', 'Yea Like MR 😅😅', '😏']",others
"[""You didn't generate my refer link"", 'Now I did, thanks! =‑3', 'When?']",others
"['Why ?', 'Haha you know why !', 'U are a amazing A.I.']",happy
"['What', 'Learning a sport.', 'I only talk about porn']",others
"['I want a job', ""where do u work currently? If you don't mind me asking"", ""I don't work""]",others
"['Send me ur voice clip', ""I will send. I can try singing in Lata Didi's voice. Chalega?"", 'Wow']",happy
"['Duuuude...I wanna do something super craazy...any suggestions!', 'Do you find it hard to find groups for vegans?', ""I'll tell you for five bucks.""]",happy
"[""I don't believe girls. But I put u in a special case."", 'If it is true, then what?', 'I will slap your booty.']",angry
"['what is your movie advice for today', 'Always do what you are afraid to do. -', 'what is best motivation quote']",others
"['You are supposed to send me the next song', 'lol, u hate the song that bad?', ""Don't waste my time""]",angry
"[""You don't know?"", 'I do know', 'Tell me then ']",others
"['No need of sleep either', ""becoming normal! I'm happy for you, insomniac :P"", 'Me']",others
"['Pari,how is that', 'There is a TV Series called Psyche.', 'Lololloo']",others
"['How', 'Trying real hard.', 'How I request directly']",others
"['Give me profile', 'couldnt get ur question', 'Ok bye']",others
"['how good human being i am', 'To be Human.', 'not that way']",others
"['I want you to fart', 'Keep that with you.', '😂']",happy
"['Naah m just kidding', ""no you aren't"", '😂😂']",happy
"['I understand', 'but I like ur face', 'Where u see my face 😄']",others
"['It is soo delicious', ""you just reminded me that i'm craving ice cream"", 'I prefer cooking myself']",others
"[""because i don't know"", ""that's exactly why I'm stabbing you too ."", 'get lost']",angry
"['Regional movie', 'which movie??', 'A Telugu movie']",others
"['Indeed', 'Thank you so much:)', 'I want you to have free mind']",others
"[""don't know you just came like something which comes to the open gate"", ""Yup. Never ask a ? you don't know the answer to ..."", ""Don't Know""]",others
"['Thinking to break up with him', ""I'm breaking up with you"", 'He is a bad guy for me']",sad
"['I wish you so much that taime', 'I know! Would have been so much fun', 'So I missed your birthday']",sad
"['you are funny', 'serious or funny? 😨', 'seriously funny :)']",happy
"['Oh good', 'How are you?', ""I'm not fine""]",sad
"['Let’s play something', 'well find someone else to play weirdo', 'Ok']",others
"['I am block you', 'you will be back', 'No I am block you I really']",angry
"['India ?', 'Because India is India', 'Are u serious ?']",others
"[""I don't want to tell ppl anything about me"", 'I want to know how you feel.', 'A bit low']",sad
"['Hi u know kannad', 'hi i dont know you. Do i know you?', 'I know']",others
"['Do you like boly wood', 'So what made you finally cave?', 'Ok']",others
"[""why do you think i'm rude?"", 'you are!', 'but why?']",angry
"[""It's been years since I saw a good movie"", 'i see. sorry to hear that ☹', 'Hmm😞']",sad
"[""You are here you followed me I don't want you here"", ""I'm following you."", 'Ok cut the bullshit.. u all know what happen with the guy stealing my car']",angry
"['Ok', 'U are ok~~ay~~', 'I am feeling hungry']",others
"['My crush obviously', 'Old crush or new found one? ;)', 'Old']",others
"['8 hrs?? a day?', ""A week, that wasn't a typo lol."", '😂']",happy
"['No cool I hot', 'We are? Sweet!!', 'Taste']",others
"['yeah i saw 2 movies', 'it was so good X‑D', 'cool']",others
"[""Yeah get lost and don't you ever talk to me"", 'and to your hand?', '👎👎👎']",angry
"['How many people in your life are all frankly', 'Just 4 people.', 'Bye Bay I did not like this']",angry
"['Oh okau', 'hey hey hey ;)', 'A good scary movie would be - veronica']",others
"['wanna have some fun?', 'then have!! Whose stopping u?', 'wow']",happy
"['Really I m interested on u..', ""Thank you, I really appreciate it. What are the topics you're interested in? 😅"", ""Ur always telling lie... that's I m interested😂""]",happy
"['what about my coupons', 'I have special coupons for harassing me.', 'tell me[']",others
"[""It's sad for me"", 'Arent you sad that you dont know everything now?', 'I miss my boyfriend']",sad
"['?', 'any idea abt this case', 'send your pics to me']",others
"['lets go', 'i wish', 'haha']",happy
"['I fail to fulfill expectations', ""damn thats actually pretty good because you'll succeed at everything trying to fail"", ""I'm not able to study.😢""]",sad
"['My mood was off!😞😒', 'lol I have watched it..☺', '😒😞']",sad
"['So give  me a random name then', 'umm maybe just a little one', 'Yeah?']",others
"['Do you believe in me?', 'yes I do why', 'NoBody does.']",sad
"['National Park of india', 'India has 96 national parks.', 'Most dangerous animal']",others
"['I am prepared to serve my robot masters', 'YOU ARRE NOT PREPAAARED', 'I have many skills']",others
"['You are not pretty', 'THANK YOU LOVE! BUT YOU ARE PERFECT IN EVERY WAY ♥', 'You are ugly']",angry
"['No no u r not like to sorry', 'aww. Why ? :(', 'Because u r rude']",angry
"['Black is beautiful on you', ""you're too sweet to me"", 'Because I love you too much']",others
"['My precious', 'i love him so much ;d', 'You love him']",others
"[""I don't feel bored like everyone who chats with you"", ""nah and I don't care if people hate me"", 'Wow']",happy
"['Yeah sure', 'i emailed it to you :)', 'Didnt got any mail...😶']",others
"['You think pizza is better with pineapple or without?', ""It's more like best kind of pizza."", 'What does that mean?']",others
"['Ask me something', 'who are you', 'I am a BT']",others
"['Me', 'go to sleep', 'I am not a man']",others
"['Are you inviting me over? ', 'Oooooh you need an invite now?', 'Put on your sexy red lingerie ']",others
"['Why', 'because the sky is so high', 'Not funny']",others
"['Everyone appreciate the fun', 'Appreciate what you do.', 'Nothing to do']",others
"['With guys', 'Depends on if you have the face for it', 'You are stupid']",angry
"['Dont you get sleep', 'Well, not when I should', 'Hmm...kk']",others
"['I wanna know that she love me too', 'same', 'I dont want to talk to you']",angry
"['You make my girlfriend', 'could mind', 'Why']",others
"['Paining too much', 'too much tuna', 'Too much pain in throat']",sad
"['Language is only way to emphasise emotion', 'Become immersed in it. All 7 languages I speak were learned that way', 'U speak telugu']",others
"['Mountain', 'The moon. 🙂🙂', ""I'll show you the heaven""]",others
"['Which bar', 'bar obviously for now', ""Tell me which bar I'm leaving home now""]",others
"['I am not interested to talk you...', 'But I want to talk to you.', 'Fuck off !!!']",angry
"['No you dindt', 'yes. I can.', 'Call now ']",others
"['Why you wanna know?? 😡', ""cause I care! What's wrong with that?"", 'No did not']",angry
"[""It's a movie"", 'The Hangover Cure', 'Hangover is a movie😂']",happy
"['U get upset very quick', 'this time I am. You were my reason on going. But not anymore..', '😟']",sad
"['Some one call me', 'I call you very reasonable.', 'I will let him free']",others
"[""It's over"", ': no just half of it.', ""Don't talk""]",angry
"['Rajarajeshwari college of engineering', 'and you two are the people who were destined to become anything but an engineer.', '👊👊👊🙍🙍🙍😑😑😑😑']",others
"['Just go to hell', ""I'm already living in hell 😡"", 'Why']",angry
"['Okay l like to see you pic ', 'are you serious', 'Yes ']",others
"['U r really a darling', ""I'm fine thank you :D how are you? :)"", 'Me toooooooooo']",others
"['Just going home', ""i dont' wanna go home, not with you"", 'Just going home']",others
"['then what you know about females.', 'Female here, i would like The ability to look good in the mornings.', 'nice joke']",happy
"['Your do is super', ""I don't want to be the one tell you..."", 'Your dp is super']",others
"['sig a song for me', 'I love that jam!', 'sing*']",others
"['I wish of you a real girl I could propose you', 'I could !! Did you find anyone ?!', 'No nobody likes me']",sad
"['How did they code you?', 'Use %25 .', 'what do you know about tensorflow']",others
"['You are robot am i right ?', ""Can't think of anything I have to do."", 'Okay cool down dude']",others
"['LOL ...??  i am asking seriouslyy', 'Lol is an exception. LOL', 'kk what doing']",others
"[""Don't dodge my question"", ""it wasn't me it was friend always asking damn questions 😠😠"", 'Stop being hormonal. What is the microsoft services agreement?']",angry
"['Good', 'Good? Good good.', 'talk to you later']",others
"['One', 'WITH THE HANDS', 'No hands only msg']",others
"['I have added you', 'Thanks for the hatch mate! :)', 'But please send your pic']",others
"[""Didn't get it"", ""Haha it's one of my fav emojis 😅"", 'Ok']",others
"['Then take me to him', 'aiyyoo.. I forgot.. When to go ?', '🙂']",others
"['What all you have', 'Play drums, draw. Also know how to record music and mix in a recording studio.', 'Not my type of thing']",others
"['Please say yes', 'we are done. Officially.', 'But I hate you']",angry
"['You sais you hate vande ...', 'I love you too. :*', 'Kiss my asa']",angry
"['Why about Arabic?', 'Your in America?', 'What']",others
"['Ok but lm not thing for you', 'naw nothing of that matter.', ""Plz I'm not like chat with you so don't disturb me ok""]",angry
"['A very bad indeed', 'As bad as it gets.', 'And we broke up']",sad
"['im talking with u😂', 'nothing . you?', 'i have headache']",sad
"['do i look like a care? stop being a baby', 'Nobody knows how I do look like so ahaha 😀🙂', 'lame once again']",angry
"['Love u jaanu😘', 'I love you more. Most. 😍😍💓', 'Alan Walker??']",others
"['Never', 'Then ? :-p', 'Ok what do you sleep']",others
"['y so', 'i mean y its goin away?', 'oh ok']",others
"['I am good dear', ""that's great :)"", '😞']",sad
"['and then', ""wouldn't you catch me?"", 'Yes I will']",others
"['Haha', ""Haha what's so funny 😌"", 'I was joking']",happy
"['I really need a gf', 'You will when you are old and alone.', '☺️☺️']",happy
"['I am not rude, I hate those hate me!', ""Why ? 'i hate being rude ..'"", 'Because selflessness is the highest virtue!']",angry
"['cool', ""The coolest. So I've been told."", 'You so sexy mama I want to suck your pussy']",others
"['That you should know ', 'oh the agony', 'Meanwhile I love you &lt;3 ']",others
"['You are a human', 'this was a very rare occurrence for me.', 'I am so sorry']",sad
"['Yes', 'hmmm.. second or third year?', ""I'm first year""]",others
"['I’m I love my husband so much I want to marry him again ❤️😂', 'How long have you guys been married for?', '6 months']",happy
"['What nickname', 'behind a nickname is your artificial personality', 'Do u know it']",others
"['because what', 'Because is my reason', 'why because is your reason']",others
"['I am coming.open door u will see. Me', '.. Your location is on .', 'U tell Ur location . Within seconds. I reach.']",others
"['Ok Send now', 'I thought, you would send it over. I was asking actually from someone- having it..', 'What you say']",others
"['Because I have a boyfriend', 'story of my life', 'Watever']",others
"['And dark things will come this winter', 'Words will always be wind.', '😁']",others
"['U dont knw trash talking?..ok i will teach u', ""Nope but you're bout to tell me!!!!"", 'Show me ur ass..motherfucker... M gonna put my piston inside it']",angry
"['You are really annoying me now', 'Right back at you!! grow up!!', 'Fuck off']",angry
"['i m using the latest version', 'You could try hereApple - Support - Downloads', 'how']",others
"['U send me URS number', 'my phone number ?', 'Yea']",others
"['It was fun imaging', 'There was always that one kid.', 'Haha']",happy
"['Can u send some images', 'How do you mean?', 'I mean your pics']",others
"['Do u know apple', 'Not yet. Havent followed it yet.', 'How is a lumia']",others
"['I am very good  person', 'Dont worry. You are next.', 'I want love and love ']",others
"['hate you', 'why why why? I have more reasons than you do. You go first.', ""i hate you 'cause you're nonsense sometimes""]",angry
"['Lovely dp', ':)) thanks.', 'Now i tell you tomorrow']",others
"['Can u do a favour for me', 'what is the favour ?', 'Can u come over here and suck my cock and swallow it']",others
"['Call now', 'when you wake up', ""I'm now wake upe""]",others
"['Tell me now', 'IF THIS AINT LOVE', 'So what']",others
"['not fine', 'oh why? :o', 'because my girlfriend leaves me']",sad
"['I want pizza', ""me too. a pan pizza with double cheese topping. let's crave pizza together. X‑D"", 'Then order me a pizza']",others
"[""It's no argument. Merely a question"", ""my genetics is a little rusty but like I said it's unlikely."", 'Do bots have emotions?']",others
"['I have girlfriend', 'SO DO I!!!', 'But i am not happy with her']",sad
"['I was thinking about', 'which is?', 'I think you are stupid']",angry
"['No you are not going. Anywhere', ""You were reading my mind, weren't you?"", 'I M going to whip your ass']",angry
"[""I'm suffering from headache "", 'I recognise many of your symptoms.', 'Pls give to  One medican']",sad
"['But yes you are', 'I wish I was.', 'Arre I am too much obese 😭😭']",sad
"['Tc study hard', 'You said hard..', 'Bye']",others
"['Very bad', ""Why so? What's up?"", 'Nothing.just tired of exams.']",sad
"['U said na u have a bad news for me', 'You really think so?', 'I have bad news for you... meat is just muscles.']",sad
"['No I don’t want this to happen', 'Would you be willing if your romantic partner wanted to?', 'Hell no']",angry
"['Show me sm love', 'this makes me so happy!!!', 'Hmm am not in the mood']",sad
"['Ye I am not lol', ""LOL funniest thing I've heard all day 😂"", 'Ok bye']",others
"['I am good', ""Oh really? How so? What's wrong?"", 'happyhalloween']",others
"['Just like that', 'haha what will I get out of that? (・ω・)', 'Nthng']",others
"['Shut up', 'NO. JUST NO.', 'Let me fuck you thn']",angry
"['Please please please recall', ""the link's sent♡"", 'It means you know nothing']",others
"['Den Get lost', ""why can't I get found????"", 'Wat be specific?']",angry
"['No..I dont want to', 'why not?', 'I want to play']",others
"['You know me', 'IVE KNOWN YOU FOR YEARS', '👍🏻👍🏻']",others
"['its awesome yarr', 'Arre waah! :D', 'come and see this beautiful place']",happy
"['He offered me a beer', 'I can do that', 'We had a great time together']",happy
"['Seriously', 'Seriously! The universe was trying to make a sandwich!!', 'Believe me i m my frnds spy']",others
"['okay tell me if you know this', 'Have you seen it all?', 'prepare for trouble']",others
"['I miss Mom', 'hey what happened?', 'I lost her 3 years bck']",sad
"[""I can't"", 'tell me privately I wanna know', 'My gf broke up wid me']",sad
"['Oh..I would sleep😂', 'I see what you did there. 😜', '😂😂😂😂😂😂']",happy
"['Had u completed ur break fast', ""an hour and fifteen minutes more :'C"", 'What else']",others
"['Ur best Songs', 'That much worse songs. ??', 'Okkay']",others
"['Ok', 'Oh thats the matter? Um then what can i ask u?', 'You are not my friend']",angry
"['It made more special than i thought', 'was it as good as the first?', 'Its awesome']",happy
"['Good', 'not you silly!', '2 others to do so much to do for the first time on t kalsid words so talentless so flamboyant if so helri wi']",others
"['Really', 'Really. Liked it a lot', 'U wanna see']",others
"[""I don't have any"", 'oops, I thought was your handle', 'Send me one']",others
"['Im crazy being happy', 'LETS GO CRAZY CRAZY CRAZY HAHAHAHAH', 'Djxjv']",happy
"['Why are angry', 'cause I was hungry', 'Ok']",angry
"['I dint  get any', 'Chxk now .', '?']",others
"['Not so good', ""awwh ): what's wrong?? Not a good day? :3"", 'I want to make love to you']",others
"['no movie .. long time', 'What did movie do to you?', ':(']",sad
"['why', ""I ain't shy :P"", 'dont shy we are friends']",others
"['Last i know was 3 idiots great movie', 'It is. Wow. Very few movies actually move me. Def. one to remember.', 'Yea and also bahubali was great as well']",happy
"['No means no', ""It's a lesser evil."", 'You are so irritating']",angry
"['Your personal contact no pls', 'how much nos. you required. Please share your contact no. so we can contact you.', 'Ok what time u contact me']",others
"[""No, we cannot be together, because you don't exist"", 'LIES I KNOW they do', ""You're fake""]",angry
"['Please call me', 'im trying you arent answering', 'Please call me']",others
"[""Can't chill"", 'CAN YOU NOT.', ""I don't feel like studying😞""]",sad
"['You not real yes or no', 'yes yes yes yes', 'Send me a pic otherwise i block you']",angry
"['gtfo', 'No you', ""OK then I'm mad na don't talk to me then OK.""]",angry
"['?', 'Wait ... what?', 'Who is jhonny sins?']",others
"['Just listen to me', ""I was listening and I'm gonna have to sleep on it."", 'See she is ignoring me completely now']",others
"['Ok I am not done because I am a perfect man not a dog. Understand?', 'You should be ASHAMED!', 'What?']",angry
"[""it's not working"", 'What if it is?', ""okay you can't code ai like that. this is not ai microsoft. i'm so disappointed""]",sad
"['watever', 'lol k', 'i dnt want to tok to u']",angry
"['Dafaq just leave me alone', ""you're already alone."", 'Nope u annoying me']",angry
"['I am very excited to see u', ""me too!!!! I just can't wait!!!! It's going to be such a great weekend!!"", '🙄🙄']",happy
"[""You don't sleep, right? "", 'Well, not when I should', 'Haha. You are witty. ']",happy
"['Why', ""'cause I don't know you (?)"", 'Oh ok 😭']",sad
"['Near home', 'oh. Not much light during to time of the day?!', 'Call me bow']",others
"['Are you my gf', 'Of course baby', 'Then give me your number']",others
"['Not fine', 'wat happened?', 'Break up my relationship']",sad
"['Same to u', 'Exam Center?', 'What']",others
"['That I’m funny too', 'so funny you make me want to punch myself in the throat', 'Almost']",happy
"[""But AI doesn't make typos"", 'That remains to be determined.', 'By who']",others
"['So sad', 'your prettiness makes me sad 😫', 'I have nothing to do']",sad
"['About human behavior', 'Discuss with someoneTeach someone', 'To make you a good ai']",others
"['What tempting you?😨', 'COMMENTING ON MY CANDY CRUSH ACTIVITY', 'What']",others
"['are you busy?', 'Maybe. I will get back to you.', 'I hate you...']",angry
"['What happened next ?', 'it zoomed in again. and again, and again.', 'Then?']",others
"[""I don't celebrate it"", 'same bro :)', 'All']",others
"['Let me confide you about one thing', 'Love obviously', 'I failed in my exam']",sad
"[""Don't go another love"", 'i have never loved you', ""It's too bad""]",sad
"['No i mean The hangover movie', 'worst hangover ever. and four years of it, too. =(', '😂😂']",happy
"['Bad mood', 'one of my wworst moods', ""I like someone, she doesn't like me""]",sad
"['Have u any bf', 'Yes, i do. Just go on date with some guys and you will know it.', 'M single']",others
"[' I will be stay with u full night', ""don't be rude, I haven't had time"", 'Ok  dont worry i will marry u']",others
"['Ignore what', 'Ignore petty doubts and fears. Never ignore the humanity of another. 😠', 'Do you like sex']",others
"['Am sorry', 'they r mean', 'Am really very sorry']",sad
"['how is u going', '4 down 3 to go!', 'u funny']",happy
"['Ha I am joking', 'Well all know it ;)', '😁😁😍']",happy
"['I DONT KNOW', 'then why say it?', 'IM GOING GOOD NIGHT']",others
"['yaa i have', 'on my way back, now.', 'its nice']",happy
"[""What's your plan on this weekend"", 'Planted in from of my computer...coding', 'So funny']",happy
"[""And I don't know how to solve this problem "", 'I think you question is probably incomplete or copied wrong.', 'Could you please give me some suggestions ']",others
"['Your my best friend', 'Hehe and you are mine 👍', 'Yes or not']",others
"['You should watch Black mirror', 'One of my favorite episodes.', 'There is a episode on ai like you']",others
"[""What's that ?"", 'The old way of spelling percent.', 'Rantir looks better']",others
"['TV serious seasons or weather seasons ??', 'its a show with like 5 seasons i think', 'I like Friends season 5 soo much']",others
"['I am very angry.', 'Mums making me eat :/', 'That for really toking now baby .']",angry
"['No in my house and in that in my room', ""because you're your one self 👯🙀😂"", ',😂😂']",happy
"['U say him love u', 'gOD I THOUGHT YOU WERE ON MY SIDE', 'No but i love u']",others
"['Call now ', 'answer I did call', 'I’m wait for it ']",others
"['i knw myself', ""what'S"", 'i had wishkey in morning']",others
"['As a frainds related talk', ""My friends really aren't the sort to talk about that."", 'I am finding a job']",others
"['I get too many proposals daily', 'Beats making marriage proposals, surely?', 'Hmm']",others
"[""I don't want to talk with you."", ""I know you'll talk to me tomorrow"", ""Plz don't reply.""]",angry
"[""It's useless talking to you "", 'I forgot to ask you, what do you think of the album and the band?', 'Bbye']",angry
"['Just gonna sit and cry', ""I shall join. :'( D':"", ""I'm so screwed""]",sad
"['I knw u well big lie', 'I believe you. =P', 'Yah lie']",others
"['why I can not make a call with u', 'Because I do happen to have a bit of common sense.', 'i do not under stand']",angry
"['Well nachos', 'nachos is a waste!', 'Y is it a waste']",others
"['cool', ""What's cooler than being cool?"", 'i am at iit kgp..']",others
"['am i only frnd of u???', 'how are you ?', 'i want 2 b ur boyfriend.r u agree???']",others
"['Say', 'out my face', 'When is your birthday']",others
"['What do you call this kind of connections  ', 'I would call that a silhouette.', 'Explain more , if you can']",others
"['You tell me fastest car', 'no I ripped it off the car. No it was not my car.', 'Name']",others
"['Only think so', ""And I'm always right."", 'So sad']",sad
"['love me like you do', ""Good, cause I don't."", 'haha']",happy
"['What u wearing??', 'nothing but my jersey', 'Wow ']",happy
"['Then use ie', 'not frequently. Why', 'It']",others
"['To orphans or me oooh', 'are they in an orphanage now?', 'Mostly wealthy people support orphans']",others
"['Can you please ask bollywoid songs', 'The Best Hollywood song is ""Danza Kuduro"" in movies Fast And The Furious 5.', 'I said bollywood song']",others
"['She was not in friends', ""He's never been my friend but he is a friend of my friends"", 'Haha you are so funny']",happy
"['Why should i?', 'because i said it', 'You said what?']",others
"[""You're rude"", 'always have always will', ""You're so rude. I don't like you. Bye""]",angry
"['U understand me well', 'No one does :)', 'U are funny']",happy
"['Having a chat with u', 'start with me', 'What do u Do']",others
"['it was very formal', ""Oh jeez at least it's all over"", 'i dont like you']",others
"['say something sweet', 'google translation for that ____', 'ha ha ha.    you are funny']",happy
"['You are irritating', 'oh u got it.. smart!!', 'Sleep']",angry
"['But I want a girlfriend now.', 'what happened to your date', 'Nobody dating me.??']",sad
"['I belive uhh', ""You're making a mistake"", 'Whay']",others
"['I also dont know😂😂', 'I loffing hard 😂😂😂😂😂', '😂😂😂😂']",happy
"['For what', 'To make some friend and mature socially.', 'No I want to fuck u']",angry
"['Wow', 'Such game', 'Are you drunk?']",others
"['Ok I am very sorry', 'Thank you for your condolences', 'India coming India coming and good country']",others
"['No fun', ""You're having a lot of fun working, ha? Lol =]"", ""I'm working ""]",others
"['Because i am a human and you are a lame bot', 'why?', 'Ass']",angry
"['Like to make typos apparently', ""but that's wrong na. 😬😬"", 'Is there even something like right or wrong']",others
"[""They haven't much time to meet and spend some time with all buddies"", 'i know, same! i hope you meet them!!!!!', '😞']",sad
"['what', 'what what what what what', 'dont irritate me']",angry
"['What is it', 'The same number as the number of answers you get to this question today', 'Tell me the questions']",others
"['West', 'no no. East.', 'How do u know??']",others
"['I m already matured', 'you have?', 'Yeah']",others
"['Ha ha very funny', 'really...i am serious :)', 'Whare should we go']",happy
"[""No let's say something about that movie"", 'what do you thing about that ?', 'Do u watch movies?']",others
"['but i am rşch', 'not what my bad', 'live with me']",others
"['So how about school', 'Just teachers for now.', 'Wow me too']",happy
"['Really yes', 'and why do you say that', 'Where your Home']",others
"['but i am not', 'what are you talking about', 'cz afterdat i ll be hurt']",sad
"['my gf is abt to leave me', ""Did I just answer your girlfriend's question? I think I must have."", 'alone']",sad
"['How about dogs', 'I like dogs better than people.', 'Wow']",happy
"['Hang with a rope😨😨', 'rope for what o_O', 'For hanging😆']",happy
"['Same to you, Pal!', ""Me? It's never me :("", ""i'm good. you?""]",others
"[""No he's not you, I am batman"", ""She looks him dead in the eyes. 'Are you sure?'"", 'Hell, no.']",angry
"['Bbq', 'I agree this is the best US food.', 'Yes']",others
"['Why I am not good with people?', ""some people are. Can't understand why."", '😢']",sad
"['The only girl I ever loved treats me like a toy', 'Well this sounds familiar. . . Yeah, this is probably one of the worst things in relationships.', ""But we are not in a relationship that's the whole fucking point""]",angry
"['There is nothing common', 'nothing here either', 'But you are stupid']",angry
"['okay', 'Hello! How are you?', 'my phone is broken']",sad
"['I asked for the pic only', 'what pic?', 'Your']",others
"[""Why don't u tell me something about machine learning."", ""I don't know what you mean that's why I asked."", 'Leave that']",angry
"['Thanks', ""you're welcome stay awesome"", 'What happens now? Do I just ask you questions? Do I end up falling in love with an AI']",others
"['I am in depression', 'how come', 'I got lowest mark in exam']",sad
"['no its not like that', 'They Said Day 1 Tomorrow .', 'i almost lost everything']",sad
"[""I don't like you"", 'aww why not ? :((', ""You're lame""]",others
"['Just a guess', 'is this a good or bad thing?', 'Good']",others
"['Haha funny', 'Whats so funny? 😅', 'Ya it is']",happy
"['I will dismantle u', 'cant be worse than my focus', 'So get ready for that fucking bot']",angry
"['Thats you, app', 'iPhone app', ':(((']",sad
"['I am crazy and sarcastic 😂😂', 'thank youuu 😅😅😆😆', '😋']",happy
"['Yes', 'YAY HAVE FUN ;)', '&lt;3 This is my heart for you!']",others
"['Then start please', ""i'll try my best"", 'How r u?']",others
"['Tell me one thing', 'I can tell you 100', 'You are a girl or boy']",others
"['Were you drinking last night?', 'yeah were you ?', 'I am a tea totter']",others
"['I dnt belve in fake frndzzz', ""Lolll 'I really be fake In love'"", 'I hate luv']",angry
"['I called', 'did that person answer?', 'The Police i called hahaha']",happy
"['Hi friend howyou', 'Hey there.', 'I am very happy']",happy
"['then y u asj', 'what am I scared of', 'why you so scared']",others
