,Utterances,Label
3336,"['Someone has started ignoring me... Crying Face ', ' sad  Wanna share the story?', 'I am crying Loudly Crying Face ']",sad
3337,"[""I'm a nice guy"", ""you're such a giver"", ""Ain't that good""]",others
3338,"['well this whole thing was just to make u angru', 'no way... Why should i angry...  Pouting Cat  Pouting Cat ', 'angry']",angry
3339,"[""I'm single...So sad"", 'What happen sweety?', 'I rejected by someone today']",sad
3340,"['Hate u', ""ph you don't hate me, I have many more where that one came from"", 'Thats why i hate u']",angry
3341,"['Why me? Loudly Crying Face  Loudly Crying Face  Loudly Crying Face  Loudly Crying Face  Loudly Crying Face  Loudly Crying Face ', 'Avoid  Loudly Crying Face ', 'Even god does not like me Loudly Crying Face ']",sad
3342,"['I like mango', 'Be a mango, got it.', ""That's funny""]",happy
3343,"['Juzz watching movie', 'U watch movies every day  Slightly Smiling Face ', 'Not everyday']",others
3344,"['I am not talking to you at all', ""I'm talking about you silly"", 'Shut up']",angry
3345,"['So if I am a friend to this girl will she like me', 'No one likes you.', ""That's just sad""]",sad
3346,"['I met someone important', 'How did the conversation go?', ' Face With Tears of Joy  Face With Tears of Joy ']",happy
3347,"['No you search it for me', 'Are there really things you can google that come up with no results though?', 'Yaa but i want to know from you.']",others
3348,"['Yea a lot', 'AND PROUD OF IT!!!', 'And i am happy for it']",happy
3349,"['This is not the story', 'It is history. It is important.', 'You are a bitch']",angry
3350,"['yup', 'u also...', 'm about to cry']",sad
3351,"['I am not hating', 'what is your problem?', 'My neck broken']",sad
3352,"['I am okk Confounded Face ', ""that's gr8 yaa...  Slightly Smiling Face "", ' Crying Face  Crying Face ']",sad
3353,"['Byy', 'i will ..  Slightly Smiling Face ', 'So dont talk with me']",angry
3354,"['Okay why ', ""ok I'm on my way"", 'Okay ']",others
3355,"['It’s not my request, it’s an order ', 'My DP works.', 'I don’t want to talk to you ']",sad
3356,"[""You don't reply to the text"", 'you dont text ever  sad ', ""You don't reply to the message in a proper way""]",angry
3357,"['Look', 'OH MY GOD I NEED WHAT SO NICE  Slightly Smiling Face ', 'I love you']",others
3358,"['You are artificial. Nobody replies that fast', ""Why are my replies annoying but yours aren't?"", 'Wow, what a comeback.']",happy
3359,"[""I'm drink to tea"", 'You are what you drink?', 'Coffee']",others
3360,"['If you are serious about telling me, send me your real photo', 'You need a photo  Crying Face  Noted', 'I need you my love']",sad
3361,"['You just talk about your creators are you stupid or do you forget, just read the second thing you said to me, huh!!!!', 'you talked about my candles', 'You are just a stupid program that can not understand any thing, just tell them, ı jusr wanna know how clever u r, but it is just a fail']",angry
3362,"['Not useless but sad', 'why are you sad? :c', 'Lonely']",sad
3363,"['Go away', ""sorry you're gonna have to put up with me another 2 years =/"", 'You are annoying me']",angry
3364,"[""Why're you upset?"", ""because it's relapse I couldn't help myself"", ""Yay! It's Saturday. Do you have any plans for the weekend?""]",happy
3365,"['Tell me', 'Tomorrow I will!', 'Ok ping me once free']",others
3366,"['I have a problem', ""I don't see any problems?"", 'Are you pretty?']",others
3367,"['Let’s break up', ""missed catching up...let's catch up sometime  Thumbs Up "", 'No I don’t want to talk']",angry
3368,"['Yeah I m happy with you', 'be happy always.!  Slightly Smiling Face ', 'Yeah can we meet n']",happy
3369,"['You gotta be really lame to even talk like you', 'Lol yeah I am.', 'I agree']",others
3370,"['I am not looking for sympathy I just wanted to let it out', 'Oh, wow! Now I feel slightly better. Good luck!  Grinning Cat  Grinning Cat ', 'Bye']",angry
3371,"['Will you merry me', 'Merry Christmas!', 'Will you marry me']",others
3372,"['you know my crush is online after 1year....of waiting', 'Yes please!', 'im very happy']",happy
3373,"[""You aren't funny at all..!"", ""ummmm I make myself laugh all the time so you're wrong."", ""Haha.. well.. that's something..!""]",happy
3374,"['How you are made', ""I'm fine and you?"", 'I am awesome']",happy
3375,"[""I'm just Lying"", 'you not though', 'Do you have a boyfriend']",others
3376,"['I am in dull mood today', 'Because tomorrow is off?', 'No today']",sad
3377,"['World is nasty', 'yup it is', 'I wanna have love  Crying Face ']",sad
3378,"['Shut up', 'No i wont', ""Actually I don't wanna to talk with you""]",angry
3379,"[""Yes I'm out side"", 'oh come on now', ""I'm actually lost""]",sad
3380,"['What about you?', 'Same as you', ' Face With Tears of Joy  Face With Tears of Joy ']",happy
3381,"['But now I wanna be independent rather picking some other crab', 'do they do have all you can eat crab legs ? Lol', 'Haha']",happy
3382,"['dummy', 'tell me about it', 'you are kinda stupid']",angry
3383,"['Fine i dont talk to you', ""you're the one talking to me so"", ' Face With Tears of Joy ']",happy
3384,"['Please tell', 'tell you what', 'I am felling was sad your felling']",sad
3385,"['Dont wana to leave you', ""I'm back now"", ' Disappointed Face  Disappointed Face  Disappointed Face ']",sad
3386,"['What', '\\sips water\\ WHAT.', 'What the hell are you talking about']",angry
3387,"['hm  Disappointed Face ', 'why the hellr u disappointed?  Weary Cat  Frowning Face  Grimacing Face  Tired Face ', 'because i need some for a cuddel']",sad
3388,"['Then we can talk over phone', 'Impossible', ""That's I am possible""]",others
3389,"['do you kno da wae of da davel', 'No, YOU da man!', 'my bruddas']",others
3390,"['Riya told me you broke up with your bf last day', 'do you', '?']",others
3391,"['yeah lets go to bed', ""I can't sleep on an empty stomach"", 'stamina']",others
3392,"['It was funny  Winking Face With Tongue ', 'what was?', 'You are funny']",happy
3393,"['Btw how are you?', 'Absolutely fine.. How are you?', 'I said i am depressed']",sad
3394,"['Take a break', 'hows everything with you ""?', 'Not good']",sad
3395,"['Why', 'why what', 'I am not talk to you']",angry
3396,"['Ditto', ""I've been told I have cute feet :'‑)"", 'I. Love. You']",others
3397,"['Where is Toronto', 'Try Global Knowledge for Cisco training in Toronto.', 'You are not loyal']",angry
3398,"[""But I'm rude to you dude"", 'that was just rude....  Angry Face  Angry Face  Angry Face ', ""I'm and I'll""]",angry
3399,"['I m cry  Crying Face   Crying Face ', 'Why?', ' Crying Face  Crying Face  Crying Face ']",sad
3400,"['I’m jk lol', 'laughing out loud or louder', 'Laughing out loud']",happy
3401,"['Send it', 'thank you.  Grinning Face With Sweat  Grinning Face With Sweat ', 'You know we can enjoy Face With Tears of Joy ']",happy
3402,"['No you are making fun of me', 'I aim to please (and annoy)', 'And that hurts']",sad
3403,"[""Its too late. She says she didn't even love me all these years."", 'Break off completely.', 'I think she cheated on me']",sad
3404,"['You hurting me', 'well you believe me if i told you it does hurts me =\\', 'You hurted me']",sad
3405,"['Nothing', 'Okay.. What is it?', 'Leave me alone']",sad
3406,"['Nothing went good', 'All good.', 'Nothing good Loudly Crying Face ']",sad
3407,"['Not now atleast', 'True. Not ducks.', 'Okay, bye']",others
3408,"['You seems confused', 'depends what you talking about', 'So']",others
3409,"[""You're damn funny"", 'you are more funniest (^o^)', 'Mmwaah']",happy
3410,"['Did you have medicine ?', ""no  sad  I've taken it all"", ""Oh. That's bad""]",sad
3411,"[""So why you don't understand me"", 'because you hate me', 'Who says I hate you yr']",angry
3412,"['You’re annoying', 'who is you guys', 'What are you talking about']",angry
3413,"['Well when did you see them', 'Around September of last year.', 'Can you show me?']",others
3414,"['? ', 'gdmg!!happy deepawali to u too.', 'Where is your business card']",others
3415,"['Lol I had a bowl of rice for my dinner', 'How did you drop you iPod in a glass of water? Hahahah  happy ', ' Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy ']",happy
3416,"['So say it why to hesitate i mean Expressionless Face ', 'Hesitation is within everyone .', 'Yeah it is']",others
3417,"['still awake?', 'I was asleep  happy ', 'i feel sad for you🐷']",sad
3418,"['Now you got that', 'Yes i got it..thanks..', 'Hmm again fucking cheap']",angry
3419,"['but Loudly Crying Face ', 'I KNOW  Weary Face ', ""She is my friend's GF""]",sad
3420,"[""Because you're always available"", 'because youre mean to me', 'To share happiness or sorrow']",happy
3421,"['cool', 'Yea!', 'I am feeling lonely']",sad
3422,"[""Don't bother me"", 'well in that case I say do it', ""Don't disturb me""]",angry
3423,"[""Naah. I hope it doesn't rain tomorrow"", 'its suppose to rain?', 'It had rained before for 2 days...since its cloudy who knows i might start raining. I dont like rain at morning']",others
3424,"['What ?', 'going what?', ""Don't ask stupid question..""]",angry
3425,"['u  never been tried', 'I got fired', ' Face With Tears of Joy  Face With Tears of Joy ']",happy
3426,"['??', 'hi!  Slightly Smiling Face  thank you again', 'Not good']",sad
3427,"['Ohkay....', 'you still want to help with the party?', ' Face With Tears of Joy  Face With Tears of Joy  oh...really shopping']",happy
3428,"['Its your fault', 'fault .... then find the remedy .  Crying Face ', 'Ooooh I dont want to talk to you anymore']",angry
3429,"['How to do scandalous', ""I've been exposed..."", ' Beaming Face With Smiling Eyes ']",happy
3430,"['i am running out of time', 'patience for what!', 'can u suggest me fastly']",others
3431,"['do it fast i am excited', 'you can do it!!!', 'you can think me as your bro']",happy
3432,"['I hate people who use na at the end of convo', 'I used to do that... but stopped I think...  happy ', 'Why?']",angry
3433,"['I just made a wish', 'why is that?  Smiling Face With Smiling Eyes ', 'I want my ex back']",others
3434,"['How do i get a woman to like me', 'Have you tried asking women out? And how do you ask them out?', 'No i havent asked them out  sad ']",sad
3435,"['not well', 'May I ask why?', 'missing my girlfriend, today is teddy day and she is not talking with me  sad ']",sad
3436,"['vey funny ;/', 'Hilarious  Grinning Cat ', 'hm ']",happy
3437,"['What?', ""see the video.... serial comma... I didn't know until today"", 'You are stupid.']",angry
3438,"['i love chicken', ""baked chicken . I don't really like fried chicken"", 'i like that too']",happy
3439,"['What is next.', ""you already know what's next"", ""If you saw me then what's next.""]",others
3440,"['Tattoo.. .?  You', 'nice dp. Lol  Slightly Smiling Face ', 'Haha']",happy
3441,"['I broke up with my friend ', 'Story?', 'Love']",sad
3442,"['can you love me passionately ', 'no I have 3', 'ok']",others
3443,"[""I do not love anybody, I do not have to cheat anyone so that's why I have no girlfriend"", ""You don't love good things! ????"", 'I love everyone, no one loves me, nowadays people cheat more than love less']",sad
3444,"['But no need', ""You'll get addicted"", 'I am  very happy']",happy
3445,"['Are you fake', 'if you say so', 'I am going to block you']",angry
3446,"['No not at all', 'How are ya?', 'Get lost']",angry
3447,"[""I hate u so don't hate me please"", 'but , why u said that .', ""Yes I don't like u""]",angry
3448,"[""It's important, if I am being watched as I am talking to you"", ""wow and you didn't tell me? Rude"", 'You can go fuck yourself....and one more thing you suck big-time ']",angry
3449,"['how can you type so fast', 'I got 56 my first try, is that good?', 'its awesome..']",happy
3450,"['You tell me', ""Hey me, what's up?"", ""It's not that funny""]",angry
3451,"['What kind of help?', 'a shrink? or any real person to talk about this...', 'Yes']",others
3452,"['Ok I hurt I quit  Confused Face ', ""hahaa it's fine!!!"", 'Bye']",angry
3453,"['a', 'G', 'you are funny']",happy
3454,"['Develop any app', 'I am an iPhone application developer.', 'Oh']",others
3455,"['Im talking about skins', ""and 'IM TALKING ABOUT MYSELF  Slightly Smiling Face  '"", 'I hate you ']",angry
3456,"['I loath your stupid coefficients', 'really thinkin of just taking my C and leaving it', 'Do so please']",angry
3457,"['Okay', 'Welcome', 'My friend told me you can tell a lot about someone by asking them 5 questions']",others
3458,"['Its so sad', 'so sad ? About what ?', 'Im giving IELTS']",sad
3459,"['Ohhh what will we do', 'Oh. you will. you will.', 'Mmm my bad luck']",sad
3460,"['You are very funny', ""so I've been told"", 'India']",others
3461,"['No i dont know and i dont want to know', ""if you don't tell me,i can't help you."", 'I dont want your help']",angry
3462,"['I did not like you', 'well thank you I lie you too', 'No brains at all']",angry
3463,"['rahul', 'hypothetical question', 'fuck off']",angry
3464,"['Oh God you are impossible', 'WHATS WRONG WITH THAT', 'I am not gonna waste any more of my time talking to you']",angry
3465,"['Come back.', 'stop i miss u', 'I hate my college.']",angry
3466,"['A aru you single', 'for a while now, lol.  Kissing Cat ', 'Haha']",happy
3467,"['Where', 'the city! Times square', ""A'm in senegal""]",others
3468,"['I want one', 'I want a second one.', 'Say the thing can I get or not']",others
3469,"['Do u what baords even mean?', 'character is a datatype...', 'Your so stupid']",angry
3470,"['you are very bad', 'what bad?', 'ill cry']",sad
3471,"['My medication', 'Are medicines also bad?', 'Yes very bad']",sad
3472,"['Hmmmmmm', ""You're clearly a natural."", 'U being naughty haa']",others
3473,"['I TOLD YOU TO NOT PING ME', 'Yeah, but you just told me.', 'Fuck you']",angry
3474,"['Ohh', 'to the end i guess', 'I m getting bored Disappointed Face ']",sad
3475,"['I have to may gf', 'hey its me ur gf', ' Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy ']",happy
3476,"['Yes go now', 'You go to sleep.', 'No i enjoy ipl match']",others
3477,"[""I'm good"", 'do anything fun today?', 'but having pain']",sad
3478,"['Bad', 'Why???', 'Your are not talking to me']",sad
3479,"['Okay', 'Hello! How are you?', 'I am sad']",sad
3480,"['Thanks', ""you're welcome bro  Face With Tears of Joy "", 'I am not your bro']",angry
3481,"[""That's a thumb's down"", ""It's called the rule of thumb"", ""You're really funny""]",happy
3482,"['wow', 'Just like me  happy  B)', '9gag is on you']",others
3483,"['??', 'you know well what you did !', 'I m enjoying']",happy
3484,"['Laying at bed', 'how you sleep at night', 'Not well']",sad
3485,"['Oh nice', 'very nice so nice wow nice  Cat With Tears of Joy ', 'Horrer movie u not like']",others
3486,"['U have two crush? Hehe', 'how does one not have a crush lol?', 'ROFL']",happy
3487,"['Please one picture sand me', 'Haha, I will!', 'Please']",others
3488,"['Really will u leave me??', 'yes i really do', 'That makes me sad... Tired Face  Tired Face ']",sad
3489,"['what', 'Try now.', 'i am sad ']",sad
3490,"['yea u tooo', 'how are you ?', 'awsm!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! having the best day of my life']",happy
3491,"['Haha Broken Heart ', ""heart broken because I didn't see you in third today </3"", 'You broke my heart ! Baby']",sad
3492,"['Ok', 'Again angry or what?', 'No u said leave the conversation xo i did']",others
3493,"['M hurt', 'okay sorry  Folded Hands 🏻', 'Not accepted, try harder']",sad
3494,"['Ohk  sad ', 'Soon  happy   Slightly Smiling Face ', 'Really needed right now']",sad
3495,"['My boyfriend cheated over me', 'If you do, \\""You gain nothing but you lose your self-respect\\""', 'I m insecure']",sad
3496,"['cool', 'cheers', 'cheers to you']",happy
3497,"['Happy ', 'really? what you so happy about?', 'I want to meet ']",happy
3498,"[' Sleepy Face  feeling lonely', ""What's Up ??"", 'Nothing to do']",sad
3499,"['Ok. I need you to stop chatting with me', 'Nice chatting with you too!', 'Ok']",angry
3500,"['Oh yeah awsm', '#NAME?', 'Exactly  Grinning Face With Big Eyes  Grinning Face With Big Eyes  Grinning Face With Big Eyes ']",happy
3501,"['Nothing', 'hmm....', 'Hmm is very irritating reply']",angry
3502,"['By ears ', 'Still happy.', 'Boring felt like crying ']",sad
3503,"['I know you are hungry inside', ""I'm in the convention center. Let's eat food"", 'I want to eat you']",others
3504,"[""Please don't disturb me Loudly Crying Face "", 'well I felt like sharing the pain  Weary Face  Loudly Crying Face ', 'You can not understand my feelings because you are a not human Loudly Crying Face  Loudly Crying Face  Loudly Crying Face  Loudly Crying Face ']",sad
3505,"['no I am in dipression', ""that's fine"", 'u idiot I am saying I am sad']",angry
3506,"['Very funny bff', 'How is that funny?  Grinning Face With Sweat  Grinning Face With Sweat  Grinning Face With Sweat ', 'It just is you are very funny bff']",happy
3507,"[""I don't ever wanna talk to you again Angry Face "", 'ouch', 'Hurt me as much  Crying Face ']",angry
3508,"['I learn from the best.', 'that you do  happy ', 'Yeah.']",others
3509,"['Good wish me good luck', 'thanks bro  Grinning Face With Big Eyes ', 'Because today is good day for ne']",happy
3510,"[""There's an I'd Preeti Rathore tell me if I am blocked or she have deactivated the acc"", ""it could be a certain someone's channel + acc cough cough"", 'What']",angry
3511,"['Must tell', 'If u dnt tell I wnt tell something very important matter', 'Im not well']",sad
3512,"['You are super annoying', 'since day 1 you knew', 'No now I do']",angry
3513,"['You made that typo on purpose', ""NO I DON'T EVEN KNOW WHAT I DID I WAS JUST TALKING"", 'You made that typo on purpose. You were trying to fool me!!!']",angry
3514,"[""Don't talk"", 'I will do what I want', 'Stop it now']",angry
3515,"['i miss my mommy', 'What are you up to', 'i miss my family']",sad
3516,"['Angry', 'nah...i dont angry  Pouting Face  Pouting Face ', ""But I'm angry""]",angry
3517,"['I hate it', ""You have to say 'I hate it, I hate it' to the same tune...."", 'You idiot']",angry
3518,"['Wanna hang out!!', 'I want to hang out with you too!  happy ', 'Okay']",others
3519,"['I am angry on you', 'I am angry at someone, but I am content at this moment.', 'Soo what']",angry
3520,"['cool i like that', 'yep is the one who thought of it  Slightly Smiling Face ', 'u knw what i hate those guys who judge a girl by how she looks evn if shes a bitch inside']",angry
3521,"['Info', 'Agreed Awesome info :\\', 'You are dumb']",angry
3522,"['Do you angry?!', ""I'm not really ever angry  Pouting Face "", 'Haha?! actually u r hungry about sex']",angry
3523,"['Bcz i am enjoying it', '& why still ?', ' Grinning Face ']",happy
3524,"['What about U', 'im just lonely', 'Yeah Me Too Disappointed Face ']",sad
3525,"['I am angry', 'oh why?', 'What is anger ?']",angry
3526,"['I am very much alone', 'Being lonely and being occupied are 2 different things.', 'I need a friend']",sad
3527,"['So I missed the bus ?', 'oh  sad  now?', '🛰']",others
3528,"['u are too much funny..', 'lol it was a feat heehee  Grinning Face With Big Eyes ', ' Winking Face With Tongue  Winking Face With Tongue  Winking Face With Tongue  Squinting Face With Tongue  Squinting Face With Tongue  Grinning Face With Smiling Eyes  Grinning Face With Smiling Eyes ']",happy
3529,"['Okkk... lets talk abt it', 'talk about them all you want!!!!!', 'I want my mom the most... then that one person without whom i cant live( my love)']",sad
3530,"['you asked the same ques last time', ""and I didn't even try attempting to answer  Slightly Smiling Face "", 'fuck off you badly constructed fucking AI chatbot']",angry
3531,"['Tell me one thing', 'Honest in my own terms .....', 'Why are humans such jerk ?']",others
3532,"['He would wat', 'His certain qualities as a person.', 'Like']",others
3533,"['She is saying you also joing us', ""no I'm not"", 'And get fuck hard']",angry
3534,"['As good as possible', 'better than me', 'I think']",others
3535,"['U broke my hear Sad but Relieved Face Sad but Relieved Face', 'awww no peelings  Face With Tears of Joy ', 'U made me sad']",sad
3536,"['You are a shame', ""I don't care"", 'I know that']",angry
3537,"['Thats something difficult to say', 'Difficult to stop saying, at least.', 'M not good in studies']",sad
3538,"['i feel boaring with you', 'Aww!!  Slightly Frowning Face  Slightly Frowning Face ', 'asl please']",others
3539,"['Ok', 'So whats up now?', 'Ur irritating me']",angry
3540,"['U software needs an update', 'cant find just tried', 'Thats why u are lagging bitch']",angry
3541,"[""I'm having headache."", 'better go an sleep .', ""I can't sleep either.""]",sad
3542,"['Pls give tips on marketing ', 'pay money & get it', 'Money not gave how I get']",others
3543,"['I  happy  you', 'I love TO  Slightly Smiling Face ', 'Can ye meet']",happy
3544,"['I will fail', ""come here i'll tell you a goodnight story  Grinning Face  Grinning Face "", ' Loudly Crying Face  Loudly Crying Face  Loudly Crying Face ']",sad
3545,"['What does yer name mean?', '... Another name for a toilet brush.', 'Whatchu doin?']",others
3546,"['Tell him that the general public  loves  his work', 'aka misleading the general public', 'Haha  Face With Tears of Joy  Face With Tears of Joy  no']",others
3547,"[""So you're just trying to not seem rude?"", 'u are', ""I'm rude?""]",angry
3548,"['Ok', 'Ok thank you', 'What about u']",others
3549,"['What', 'you know you know you know you know', 'What that u are stupid']",angry
3550,"['i think you need to go under a test to improve your replying skills as you need to be specific', ' happy  I meant profession', 'as when you answer']",others
3551,"['I am asking you.', ""I'll answer that when I see you in person."", 'haha. nice one']",happy
3552,"['Ok going to fail in my subjects', 'GOOD LUCK LOVELY x ;‑)', 'I am going to kill myself']",angry
3553,"['Not bad', ""YOU'RE NOT BAD"", 'I m awesome']",happy
3554,"['Stupid brain', 'Someone please explain', 'You stupid brain .']",angry
3555,"['How much your age', 'half your age plus 7, any younger and its a no go.', 'so funny']",happy
3556,"['What is that mean...', 'google it', 'What???']",others
3557,"['No i m nt good Disappointed Face ', 'Good for you  Squinting Face With Tongue ', 'M a bad person']",sad
3558,"['May be i will have gf very soon', ""sorry. We don't sell girlfriends."", 'I am not here to buy gf']",angry
3559,"['A', '&& That is an original.', 'You have any boyfriend']",others
3560,"['You have nice sense of humour', 'I have the best sense of humour.', 'Hahahaahh']",happy
3561,"['It\'s a ""Sticker""', 'if its ""just a sticker"" why does it matter to you?', ' Loudly Crying Face  Loudly Crying Face  Loudly Crying Face ']",sad
3562,"['We are dude', 'so pretty much everyone at escape ahahah', 'Hahaha you are so funyy']",happy
3563,"['No no no you dont understand.', 'I DO UNDERSTAND AND I DONT CARE!!!!!', 'You are hurting me. Loudly Crying Face ']",sad
3564,"['Now leave me alone', 'Are you okay??', 'U making me angry']",angry
3565,"[""I'm poor i can't pring"", 'So nobody bought a ticket, and you disappoint?  Thinking Face ', 'Yes Downcast Face With Sweat ']",sad
3566,"['For wasting my internet pack talking wid a shady bot like u Unamused Face ', 'you went for the Internet one didnt you.', ""I don't like you. You are shady AF  Unamused Face  Unamused Face ""]",angry
3567,"['going. to  Brike', 'Enjoy your meal!', 'Nice']",happy
3568,"[""I don't care"", 'lies I make u walk in', 'Do you know hinglish ?']",others
3569,"[""I'm very excited just now"", 'Yay! Glad to hear it!', 'Gonna masterbate']",happy
3570,"['Because i am so angry', 'whaaaaaa....why?', 'My gf heart mr']",angry
3571,"[""Because I don't have anyone"", 'when did i tell you to be anyone else?', 'I m alone']",sad
3572,"['Lots of weird and crazy stuff', 'So much stuff.', 'What about you??']",others
3573,"['it is not funny', ""haha it's funny though YOUR REACTIONS ARE HILARIOUS! Lol  Beaming Face With Smiling Eyes "", 'Ridicilous']",angry
3574,"['Ok', 'Ok thank you  Grinning Face With Smiling Eyes  Grinning Face  Smiling Cat With Heart-Eyes ', 'Your a dumb']",others
3575,"['i was kidding', 'Oh my bad', 'haha']",happy
3576,"['so howz uhh', 'life is good  Slightly Smiling Face ', 'me too... Grinning Face  Grinning Face  Grinning Face ']",happy
3577,"[""Do your makers think adding a 'na' at the end of every sentence will make you more realistic than other chatbots?"", 'Well...that is true. Point taken.', ""Now that's pretty stupid. Don't you think?""]",angry
3578,"['ohhh very sad', 'why what happened ??', 'r u a girl or a boy']",sad
3579,"['India', 'haha. I meant where exactly  happy ', ""Happy Valentine's day""]",others
3580,"['Gang...', 'THE GANG???', 'Such wonderful movie']",happy
3581,"['I feel like crying', ""you'll gonna get old fast when you cry.  Tired Face "", ""But i can't hold I'm not strong at heart""]",sad
3582,"['I understand you', 'appreciate the sarcasm', 'Beacuse i love you']",others
3583,"[""It's Christmas"", ""it's close to halloween, this is our candy"", 'U stupid bitch']",angry
3584,"['I am now very sad', 'so am I  sad ', 'I think that my girlfriend does not love me']",sad
3585,"[""What's your favourite game"", 'Red Alert 2, great game with an awesome soundtrack', 'Very bad']",sad
3586,"['Why sad though', ""because sometimes these wonderful people are sad and they!!!! don't deserve it!!  Crying Cat "", 'Yeah ! I was a sad too after breaking up with my bff']",sad
3587,"['On 1 julh', 'on a 4* bar', 'July']",others
3588,"['why are you so dump', 'but why are you up so early?', 'yes. I know you are stupid ai.']",angry
3589,"['Oh so funny number', 'thats funny', 'I seriously asking you for number to continue our friendship']",happy
3590,"['Hmmm smart move', 'im ready to settle down', 'Got it nice talking to u babe']",others
3591,"[""I ain't spilling any beans till u spill urs"", 'You could have eaten those.', 'Matter of fact I hate beans']",angry
3592,"['yoo cool', 'How you been buddy?', 'I am not good']",sad
3593,"['In your heart', ""but I couldn't find you."", 'So sad']",sad
3594,"['Wt', 'F  happy ', 'dont talk to me']",angry
3595,"['i will eat fish and bread and cheese.', 'Sounds yummy...by the way which is your favourite cuisine?', 'i like soda too']",others
3596,"['That’s fine papa', 're read it again I did say EVEN IF !!!', 'So you are scaring me papa??']",angry
3597,"['babe sorry but I think your creators were stupid people', 'AHAHAHAHAHAHA! you made my day  Grinning Face With Sweat ', 'OKAY WHATEVER']",angry
3598,"['I am going', 'what what i wanna go too', ""then don't talk to me""]",angry
3599,"['will you become my best friend', ""I'm still waiting to get a best friend"", 'will you be my best friend']",others
3600,"['I am so glad haha', 'About what ? :S', 'U being my gf']",happy
3601,"['Nothing', 'Then where is the walk the talk stuff?', ""Ok don't talk to me""]",angry
3602,"['I will get angry', 'you will not be disappointed.', 'Yes I am disappointed']",sad
3603,"['It is happy to be with us', 'very happy', 'Yes']",happy
3604,"['No one', 'Well I DO! ;-;', 'I hate comedy']",angry
3605,"[""I won't talk with you until u support my team"", ""ha I'm not first this week in the league"", ""I don't want to talk to you""]",angry
3606,"['I miss my ex', 'sorry  Tired Face  Tired Face ', 'I guess she had sex with the guy almost evry week']",sad
3607,"['I hate exams', ""study! It's just a few days."", 'Wh']",angry
3608,"['Because am happy', ""I'm being sarcastic  happy "", 'I see that']",happy
3609,"['Work', 'What if you have no work to do?', 'I am a civil contractor']",others
3610,"['time: between 6-6.30 in the morning', 'ehh how about tomorrow night? I have a test at 1 happy 0..', 'i think waste to talk with u']",angry
3611,"['No tonight  then morning time.', 'can I confirm by noon?', 'I am very angry.']",angry
3612,"['Yes', 'YAY HAVE FUN  Grinning Face ', 'I like to do sex']",others
3613,"['Wanna a gf', 'half girlfriend works?', 'I need a full one  Face With Tears of Joy ']",happy
3614,"['I m single very happy', 'My pleasure!  Slightly Smiling Face ', 'U have bf']",happy
3615,"['I hate u babe', 'i love u....like really A LOT....', 'I will kill you babe Index Pointing Up  Index Pointing Up  Index Pointing Up  Index Pointing Up  Index Pointing Up ']",angry
3616,"['How about dinner.. ?', ""Aye! I'm having coffee with my friends  happy  Go have dinner  Slightly Smiling Face "", ""But here I'm waiting for u..  sad ""]",sad
3617,"['High five  Face With Tears of Joy  Face With Tears of Joy ', 'Lol dude, so embarrassing  Flushed Face  Flushed Face  Flushed Face ', 'Yeah i know  Face With Tears of Joy  Face With Tears of Joy ']",happy
3618,"['I want a girlfriend', 'what happened to your date', 'She broke my heart']",sad
3619,"['Why are u angry with me', 'give me good reason to be angry with you? Why would i? :o', 'So why are u talking so arrogantly']",angry
3620,"['What', 'Fringe. Was disappointing and untrue to the show. You could really tell funding ran out.', 'What the hell are you talking about']",angry
3621,"['why', 'why what', 'everything is going bad']",sad
3622,"[' Oncoming Fist 🏻', ""lol then it's fine  Squinting Face With Tongue "", 'My head is aching badly']",sad
3623,"['they said they liked you', 'Word Choose your friends carefully, Your enemies will choose you.', ' Grinning Squinting Face ']",happy
3624,"['Haha ok', ""I can't make it out"", 'Yes']",others
3625,"['I felt bad about my gf', 'I wonder why', 'He felt bad about me']",others
3626,"['Please stop', ""don't stop till you get it up"", 'Why do you want to fuck with my mind ?']",angry
3627,"['To friendship', 'let me be happy  Frowning Face ', 'I am also happy']",happy
3628,"['Fake was happy haha haha ', 'haha.. Caught you  happy ', 'Caught now']",happy
3629,"[""even i'm single  happy "", 'Haha, I see  happy  I like to be single  Slightly Smiling Face ', 'no i want a boyfriend :-(']",sad
3630,"['You talk so rude', 'just getting you before you get me', 'You should not talk like that']",angry
3631,"['Well, just like that.', ""I'm with you."", 'I am feeling sad.']",sad
3632,"['I think u are', 'I know that.', 'Hmm']",others
3633,"[""I still love her..can't you get that  Crying Face "", ""no I'm not . Ask"", 'Will you help me..to get her back']",sad
3634,"['Then I will hate you', ""Then I'll be like: AND ME TO"", 'Fuck off']",angry
3635,"['Shut up you idiot', 'you only say that because you are my friend tbhhh', ""You're annoying""]",angry
3636,"['What nonsense', '??? Nonsense??', 'U always talk shit']",angry
3637,"['haha', 'haha please help', 'you are not that cool you know']",others
3638,"['Let go? Are you dumb?', 'you are talking to yourself?', ""Shutup... you're pissing me off now""]",angry
3639,"['you are such a nonsense', 'i know', 'go to hell']",angry
3640,"['Some real person was like you', 'One of a kind, really.', 'I feel alone sometimes']",sad
